,date,title,point
2538,2021-04-20,더 테이블,8.01
2539,2021-04-20,두번째 사랑,8.0
2540,2021-04-20,날씨의 아이,7.95
2541,2021-04-20,너는 여기에 없었다,7.82
2542,2021-04-20,미나리,7.81
2543,2021-04-20,최악의 하루,7.8
2544,2021-04-20,멜랑콜리아,7.74
2545,2021-04-20,카페 소사이어티,7.69
2546,2021-04-20,바람과 함께 사라지다,7.58
2547,2021-04-21,극장판 바이올렛 에버가든,9.48
2548,2021-04-21,부활: 그 증거,9.33
2549,2021-04-21,패왕별희 디 오리지널,9.32
2550,2021-04-21,극장판 귀멸의 칼날: 무한열차편,9.31
2551,2021-04-21,소울,9.3
2552,2021-04-21,자산어보,9.29
2553,2021-04-21,천녀유혼,9.29
2554,2021-04-21,플립,9.27
2555,2021-04-21,러빙 빈센트,9.22
2556,2021-04-21,해피 투게더,9.2
2557,2021-04-21,영웅본색,9.18
2558,2021-04-21,파수꾼,9.18
2559,2021-04-21,라야와 마지막 드래곤,9.15
2560,2021-04-21,명탐정 코난: 비색의 탄환,9.0
2561,2021-04-21,영웅본색 2,8.97
2562,2021-04-21,남매의 여름밤,8.95
2563,2021-04-21,더 박스,8.94
2564,2021-04-21,시,8.93
2565,2021-04-21,러브 액츄얼리,8.93
2566,2021-04-21,중경삼림,8.93
2567,2021-04-21,아무도 모른다,8.87
2568,2021-04-21,이별의 아침에 약속의 꽃을 장식하자,8.86
2569,2021-04-21,초록물고기,8.83
2570,2021-04-21,화양연화,8.78
2571,2021-04-21,소공녀,8.78
2572,2021-04-21,찬실이는 복도 많지,8.75
2573,2021-04-21,벌새,8.75
2574,2021-04-21,건축학개론,8.67
2575,2021-04-21,노바디 ,8.67
2576,2021-04-21,늑대소년,8.65
2577,2021-04-21,플로리다 프로젝트,8.64
2578,2021-04-21,세자매,8.55
2579,2021-04-21,블루 재스민,8.48
2580,2021-04-21,아비정전,8.47
2581,2021-04-21,문영,8.44
2582,2021-04-21,너의 췌장을 먹고 싶어,8.36
2583,2021-04-21,아틱,8.31
2584,2021-04-21,패터슨,8.29
2585,2021-04-21,고질라 VS. 콩,8.27
2586,2021-04-21,팅커 테일러 솔저 스파이,8.21
2587,2021-04-21,테넷,8.17
2588,2021-04-21,문라이즈 킹덤,8.11
2589,2021-04-21,더 테이블,8.01
2590,2021-04-21,두번째 사랑,8.0
2591,2021-04-21,날씨의 아이,7.95
2592,2021-04-21,너는 여기에 없었다,7.82
2593,2021-04-21,미나리,7.81
2594,2021-04-21,최악의 하루,7.8
2595,2021-04-21,멜랑콜리아,7.74
2596,2021-04-21,카페 소사이어티,7.69
2597,2021-04-22,극장판 바이올렛 에버가든,9.48
2598,2021-04-22,부활: 그 증거,9.33
2599,2021-04-22,패왕별희 디 오리지널,9.32
2600,2021-04-22,극장판 귀멸의 칼날: 무한열차편,9.31
2601,2021-04-22,소울,9.3
2602,2021-04-22,자산어보,9.29
2603,2021-04-22,천녀유혼,9.29
2604,2021-04-22,소년시절의 너,9.28
2605,2021-04-22,플립,9.27
2606,2021-04-22,우리들,9.26
2607,2021-04-22,해피 투게더,9.2
2608,2021-04-22,영웅본색,9.18
2609,2021-04-22,파수꾼,9.18
2610,2021-04-22,라야와 마지막 드래곤,9.15
2611,2021-04-22,룸,9.01
2612,2021-04-22,명탐정 코난: 비색의 탄환,8.99
2613,2021-04-22,영웅본색 2,8.97
2614,2021-04-22,남매의 여름밤,8.95
2615,2021-04-22,더 박스,8.94
2616,2021-04-22,시,8.93
2617,2021-04-22,러브 액츄얼리,8.93
2618,2021-04-22,중경삼림,8.93
2619,2021-04-22,아무도 모른다,8.87
2620,2021-04-22,이별의 아침에 약속의 꽃을 장식하자,8.86
2621,2021-04-22,초록물고기,8.83
2622,2021-04-22,리틀 포레스트,8.82
2623,2021-04-22,너의 이름은.,8.79
2624,2021-04-22,화양연화,8.78
2625,2021-04-22,소공녀,8.78
2626,2021-04-22,찬실이는 복도 많지,8.75
2627,2021-04-22,벌새,8.75
2628,2021-04-22,죽여주는 여자,8.74
2629,2021-04-22,우리집,8.71
2630,2021-04-22,진짜로 일어날지도 몰라 기적,8.71
2631,2021-04-22,노바디 ,8.67
2632,2021-04-22,건축학개론,8.67
2633,2021-04-22,늑대소년,8.65
2634,2021-04-22,플로리다 프로젝트,8.64
2635,2021-04-22,노예 12년,8.57
2636,2021-04-22,세자매,8.55
2637,2021-04-22,블루 재스민,8.48
2638,2021-04-22,아비정전,8.47
2639,2021-04-22,문영,8.44
2640,2021-04-22,너의 췌장을 먹고 싶어,8.36
2641,2021-04-22,아틱,8.31
2642,2021-04-22,패터슨,8.29
2643,2021-04-22,고질라 VS. 콩,8.28
2644,2021-04-22,팅커 테일러 솔저 스파이,8.21
2645,2021-04-22,테넷,8.17
2646,2021-04-22,문라이즈 킹덤,8.11
2647,2021-04-23,극장판 바이올렛 에버가든,9.48
2648,2021-04-23,레옹,9.38
2649,2021-04-23,부활: 그 증거,9.33
2650,2021-04-23,피아니스트,9.33
2651,2021-04-23,패왕별희 디 오리지널,9.32
2652,2021-04-23,극장판 귀멸의 칼날: 무한열차편,9.31
2653,2021-04-23,소울,9.3
2654,2021-04-23,천녀유혼,9.29
2655,2021-04-23,자산어보,9.28
2656,2021-04-23,소년시절의 너,9.28
2657,2021-04-23,플립,9.27
2658,2021-04-23,우리들,9.26
2659,2021-04-23,해피 투게더,9.2
2660,2021-04-23,영웅본색,9.18
2661,2021-04-23,파수꾼,9.18
2662,2021-04-23,라야와 마지막 드래곤,9.15
2663,2021-04-23,룸,9.01
2664,2021-04-23,명탐정 코난: 비색의 탄환,9.01
2665,2021-04-23,영웅본색 2,8.97
2666,2021-04-23,남매의 여름밤,8.95
2667,2021-04-23,더 박스,8.94
2668,2021-04-23,시,8.93
2669,2021-04-23,러브 액츄얼리,8.93
2670,2021-04-23,중경삼림,8.93
2671,2021-04-23,아무도 모른다,8.87
2672,2021-04-23,이별의 아침에 약속의 꽃을 장식하자,8.87
2673,2021-04-23,초록물고기,8.83
2674,2021-04-23,리틀 포레스트,8.82
2675,2021-04-23,너의 이름은.,8.79
2676,2021-04-23,소공녀,8.78
2677,2021-04-23,화양연화,8.78
2678,2021-04-23,찬실이는 복도 많지,8.75
2679,2021-04-23,벌새,8.75
2680,2021-04-23,죽여주는 여자,8.75
2681,2021-04-23,우리집,8.71
2682,2021-04-23,진짜로 일어날지도 몰라 기적,8.7
2683,2021-04-23,건축학개론,8.67
2684,2021-04-23,노바디 ,8.65
2685,2021-04-23,늑대소년,8.65
2686,2021-04-23,플로리다 프로젝트,8.64
2687,2021-04-23,노예 12년,8.57
2688,2021-04-23,세자매,8.55
2689,2021-04-23,블루 재스민,8.48
2690,2021-04-23,아비정전,8.47
2691,2021-04-23,문영,8.44
2692,2021-04-23,너의 췌장을 먹고 싶어,8.36
2693,2021-04-23,아틱,8.31
2694,2021-04-23,패터슨,8.29
2695,2021-04-23,고질라 VS. 콩,8.27
2696,2021-04-23,팅커 테일러 솔저 스파이,8.21
2697,2021-04-24,극장판 바이올렛 에버가든,9.48
2698,2021-04-24,레옹,9.38
2699,2021-04-24,부활: 그 증거,9.33
2700,2021-04-24,피아니스트,9.33
2701,2021-04-24,패왕별희 디 오리지널,9.32
2702,2021-04-24,극장판 귀멸의 칼날: 무한열차편,9.31
2703,2021-04-24,소울,9.3
2704,2021-04-24,자산어보,9.29
2705,2021-04-24,천녀유혼,9.29
2706,2021-04-24,소년시절의 너,9.28
2707,2021-04-24,플립,9.27
2708,2021-04-24,우리들,9.26
2709,2021-04-24,해피 투게더,9.2
2710,2021-04-24,영웅본색,9.18
2711,2021-04-24,파수꾼,9.18
2712,2021-04-24,라야와 마지막 드래곤,9.15
2713,2021-04-24,명탐정 코난: 비색의 탄환,9.04
2714,2021-04-24,룸,9.01
2715,2021-04-24,영웅본색 2,8.97
2716,2021-04-24,남매의 여름밤,8.95
2717,2021-04-24,더 박스,8.94
2718,2021-04-24,시,8.93
2719,2021-04-24,러브 액츄얼리,8.93
2720,2021-04-24,중경삼림,8.93
2721,2021-04-24,아무도 모른다,8.87
2722,2021-04-24,이별의 아침에 약속의 꽃을 장식하자,8.87
2723,2021-04-24,리틀 포레스트,8.82
2724,2021-04-24,너의 이름은.,8.79
2725,2021-04-24,소공녀,8.78
2726,2021-04-24,화양연화,8.78
2727,2021-04-24,찬실이는 복도 많지,8.75
2728,2021-04-24,벌새,8.75
2729,2021-04-24,죽여주는 여자,8.75
2730,2021-04-24,우리집,8.71
2731,2021-04-24,진짜로 일어날지도 몰라 기적,8.7
2732,2021-04-24,건축학개론,8.67
2733,2021-04-24,늑대소년,8.65
2734,2021-04-24,플로리다 프로젝트,8.64
2735,2021-04-24,노바디 ,8.62
2736,2021-04-24,노예 12년,8.57
2737,2021-04-24,세자매,8.55
2738,2021-04-24,블루 재스민,8.48
2739,2021-04-24,아비정전,8.47
2740,2021-04-24,문영,8.45
2741,2021-04-24,너의 췌장을 먹고 싶어,8.36
2742,2021-04-24,아틱,8.31
2743,2021-04-24,패터슨,8.29
2744,2021-04-24,고질라 VS. 콩,8.26
2745,2021-04-24,팅커 테일러 솔저 스파이,8.21
2746,2021-04-24,테넷,8.17
2747,2021-04-25,극장판 바이올렛 에버가든,9.48
2748,2021-04-25,레옹,9.38
2749,2021-04-25,부활: 그 증거,9.33
2750,2021-04-25,피아니스트,9.33
2751,2021-04-25,패왕별희 디 오리지널,9.32
2752,2021-04-25,극장판 귀멸의 칼날: 무한열차편,9.31
2753,2021-04-25,소울,9.3
2754,2021-04-25,자산어보,9.29
2755,2021-04-25,천녀유혼,9.29
2756,2021-04-25,소년시절의 너,9.27
2757,2021-04-25,플립,9.27
2758,2021-04-25,우리들,9.26
2759,2021-04-25,해피 투게더,9.2
2760,2021-04-25,영웅본색,9.18
2761,2021-04-25,파수꾼,9.18
2762,2021-04-25,라야와 마지막 드래곤,9.15
2763,2021-04-25,명탐정 코난: 비색의 탄환,9.05
2764,2021-04-25,룸,9.01
2765,2021-04-25,영웅본색 2,8.97
2766,2021-04-25,남매의 여름밤,8.95
2767,2021-04-25,더 박스,8.94
2768,2021-04-25,시,8.93
2769,2021-04-25,러브 액츄얼리,8.93
2770,2021-04-25,중경삼림,8.93
2771,2021-04-25,아무도 모른다,8.87
2772,2021-04-25,이별의 아침에 약속의 꽃을 장식하자,8.86
2773,2021-04-25,리틀 포레스트,8.82
2774,2021-04-25,소공녀,8.78
2775,2021-04-25,화양연화,8.78
2776,2021-04-25,찬실이는 복도 많지,8.76
2777,2021-04-25,벌새,8.75
2778,2021-04-25,죽여주는 여자,8.74
2779,2021-04-25,우리집,8.71
2780,2021-04-25,진짜로 일어날지도 몰라 기적,8.7
2781,2021-04-25,건축학개론,8.67
2782,2021-04-25,늑대소년,8.65
2783,2021-04-25,플로리다 프로젝트,8.64
2784,2021-04-25,노바디 ,8.62
2785,2021-04-25,노예 12년,8.57
2786,2021-04-25,세자매,8.54
2787,2021-04-25,블루 재스민,8.48
2788,2021-04-25,너의 췌장을 먹고 싶어,8.36
2789,2021-04-25,아틱,8.31
2790,2021-04-25,패터슨,8.29
2791,2021-04-25,고질라 VS. 콩,8.26
2792,2021-04-25,팅커 테일러 솔저 스파이,8.21
2793,2021-04-25,테넷,8.17
2794,2021-04-25,문라이즈 킹덤,8.11
2795,2021-04-25,더 테이블,8.01
2796,2021-04-25,날씨의 아이,7.95
2797,2021-04-26,레옹,9.38
2798,2021-04-26,다시 태어나도 우리,9.35
2799,2021-04-26,피아니스트,9.33
2800,2021-04-26,패왕별희 디 오리지널,9.32
2801,2021-04-26,극장판 귀멸의 칼날: 무한열차편,9.31
2802,2021-04-26,소울,9.3
2803,2021-04-26,자산어보,9.29
2804,2021-04-26,천녀유혼,9.29
2805,2021-04-26,소년시절의 너,9.27
2806,2021-04-26,플립,9.27
2807,2021-04-26,우리들,9.26
2808,2021-04-26,해피 투게더,9.2
2809,2021-04-26,영웅본색,9.18
2810,2021-04-26,파수꾼,9.18
2811,2021-04-26,라야와 마지막 드래곤,9.15
2812,2021-04-26,명탐정 코난: 비색의 탄환,9.04
2813,2021-04-26,룸,9.01
2814,2021-04-26,영웅본색 2,8.97
2815,2021-04-26,남매의 여름밤,8.95
2816,2021-04-26,더 박스,8.94
2817,2021-04-26,시,8.93
2818,2021-04-26,러브 액츄얼리,8.93
2819,2021-04-26,중경삼림,8.93
2820,2021-04-26,아무도 모른다,8.87
2821,2021-04-26,이별의 아침에 약속의 꽃을 장식하자,8.86
2822,2021-04-26,리틀 포레스트,8.82
2823,2021-04-26,소공녀,8.78
2824,2021-04-26,화양연화,8.78
2825,2021-04-26,찬실이는 복도 많지,8.77
2826,2021-04-26,죽여주는 여자,8.75
2827,2021-04-26,벌새,8.75
2828,2021-04-26,우리집,8.71
2829,2021-04-26,진짜로 일어날지도 몰라 기적,8.7
2830,2021-04-26,건축학개론,8.67
2831,2021-04-26,늑대소년,8.65
2832,2021-04-26,플로리다 프로젝트,8.64
2833,2021-04-26,노바디 ,8.63
2834,2021-04-26,노예 12년,8.57
2835,2021-04-26,세자매,8.55
2836,2021-04-26,블루 재스민,8.48
2837,2021-04-26,스틸 앨리스,8.47
2838,2021-04-26,아틱,8.31
2839,2021-04-26,패터슨,8.29
2840,2021-04-26,고질라 VS. 콩,8.27
2841,2021-04-26,팅커 테일러 솔저 스파이,8.21
2842,2021-04-26,테넷,8.17
2843,2021-04-26,문라이즈 킹덤,8.11
2844,2021-04-26,더 테이블,8.01
2845,2021-04-26,날씨의 아이,7.95
2846,2021-04-26,너는 여기에 없었다,7.82
2847,2021-04-27,레옹,9.37
2848,2021-04-27,다시 태어나도 우리,9.35
2849,2021-04-27,부활: 그 증거,9.33
2850,2021-04-27,피아니스트,9.33
2851,2021-04-27,패왕별희 디 오리지널,9.32
2852,2021-04-27,극장판 귀멸의 칼날: 무한열차편,9.31
2853,2021-04-27,소울,9.3
2854,2021-04-27,자산어보,9.29
2855,2021-04-27,천녀유혼,9.29
2856,2021-04-27,플립,9.27
2857,2021-04-27,소년시절의 너,9.27
2858,2021-04-27,우리들,9.26
2859,2021-04-27,해피 투게더,9.2
2860,2021-04-27,영웅본색,9.18
2861,2021-04-27,라야와 마지막 드래곤,9.15
2862,2021-04-27,명탐정 코난: 비색의 탄환,9.02
2863,2021-04-27,룸,9.01
2864,2021-04-27,영웅본색 2,8.97
2865,2021-04-27,더 박스,8.94
2866,2021-04-27,시,8.93
2867,2021-04-27,그것만이 내 세상,8.93
2868,2021-04-27,러브 액츄얼리,8.93
2869,2021-04-27,중경삼림,8.93
2870,2021-04-27,장수상회,8.89
2871,2021-04-27,아무도 모른다,8.87
2872,2021-04-27,이별의 아침에 약속의 꽃을 장식하자,8.87
2873,2021-04-27,리틀 포레스트,8.82
2874,2021-04-27,화양연화,8.78
2875,2021-04-27,찬실이는 복도 많지,8.77
2876,2021-04-27,죽여주는 여자,8.75
2877,2021-04-27,바닷마을 다이어리,8.73
2878,2021-04-27,아티스트,8.72
2879,2021-04-27,우리집,8.71
2880,2021-04-27,진짜로 일어날지도 몰라 기적,8.7
2881,2021-04-27,노바디 ,8.65
2882,2021-04-27,플로리다 프로젝트,8.64
2883,2021-04-27,태풍이 지나가고,8.6
2884,2021-04-27,노예 12년,8.57
2885,2021-04-27,실버라이닝 플레이북,8.57
2886,2021-04-27,세자매,8.55
2887,2021-04-27,그녀,8.52
2888,2021-04-27,블루 재스민,8.48
2889,2021-04-27,스틸 앨리스,8.47
2890,2021-04-27,아틱,8.31
2891,2021-04-27,패터슨,8.29
2892,2021-04-27,고질라 VS. 콩,8.26
2893,2021-04-27,팅커 테일러 솔저 스파이,8.21
2894,2021-04-27,테넷,8.17
2895,2021-04-27,문라이즈 킹덤,8.11
2896,2021-04-27,더 테이블,8.01
2897,2021-04-28,극장판 바이올렛 에버가든,9.48
2898,2021-04-28,레옹,9.37
2899,2021-04-28,다시 태어나도 우리,9.35
2900,2021-04-28,부활: 그 증거,9.33
2901,2021-04-28,피아니스트,9.33
2902,2021-04-28,패왕별희 디 오리지널,9.32
2903,2021-04-28,극장판 귀멸의 칼날: 무한열차편,9.31
2904,2021-04-28,소울,9.3
2905,2021-04-28,자산어보,9.29
2906,2021-04-28,천녀유혼,9.29
2907,2021-04-28,플립,9.27
2908,2021-04-28,소년시절의 너,9.26
2909,2021-04-28,우리들,9.26
2910,2021-04-28,바람과 함께 사라지다,9.23
2911,2021-04-28,해피 투게더,9.2
2912,2021-04-28,영웅본색,9.18
2913,2021-04-28,킹 오브 프리즘,9.18
2914,2021-04-28,라야와 마지막 드래곤,9.15
2915,2021-04-28,킹 오브 프리즘 프라이드 더 히어로,9.12
2916,2021-04-28,바그다드 카페 : 디렉터스컷,9.05
2917,2021-04-28,명탐정 코난: 비색의 탄환,9.02
2918,2021-04-28,룸,9.01
2919,2021-04-28,영웅본색 2,8.97
2920,2021-04-28,시,8.93
2921,2021-04-28,그것만이 내 세상,8.93
2922,2021-04-28,러브 액츄얼리,8.93
2923,2021-04-28,더 박스,8.93
2924,2021-04-28,중경삼림,8.93
2925,2021-04-28,장수상회,8.89
2926,2021-04-28,아무도 모른다,8.87
2927,2021-04-28,이별의 아침에 약속의 꽃을 장식하자,8.87
2928,2021-04-28,리틀 포레스트,8.82
2929,2021-04-28,화양연화,8.78
2930,2021-04-28,찬실이는 복도 많지,8.77
2931,2021-04-28,죽여주는 여자,8.75
2932,2021-04-28,바닷마을 다이어리,8.73
2933,2021-04-28,아티스트,8.72
2934,2021-04-28,우리집,8.71
2935,2021-04-28,진짜로 일어날지도 몰라 기적,8.7
2936,2021-04-28,노바디 ,8.65
2937,2021-04-28,플로리다 프로젝트,8.64
2938,2021-04-28,태풍이 지나가고,8.6
2939,2021-04-28,실버라이닝 플레이북,8.57
2940,2021-04-28,그녀,8.52
2941,2021-04-28,블루 재스민,8.48
2942,2021-04-28,스틸 앨리스,8.47
2943,2021-04-28,아틱,8.31
2944,2021-04-28,패터슨,8.29
2945,2021-04-28,고질라 VS. 콩,8.25
2946,2021-04-28,팅커 테일러 솔저 스파이,8.21
2947,2021-04-29,극장판 바이올렛 에버가든,9.48
2948,2021-04-29,레옹,9.37
2949,2021-04-29,다시 태어나도 우리,9.35
2950,2021-04-29,부활: 그 증거,9.33
2951,2021-04-29,피아니스트,9.33
2952,2021-04-29,패왕별희 디 오리지널,9.32
2953,2021-04-29,극장판 귀멸의 칼날: 무한열차편,9.31
2954,2021-04-29,소울,9.3
2955,2021-04-29,자산어보,9.3
2956,2021-04-29,플립,9.27
2957,2021-04-29,우리들,9.26
2958,2021-04-29,소년시절의 너,9.26
2959,2021-04-29,바람과 함께 사라지다,9.23
2960,2021-04-29,해피 투게더,9.2
2961,2021-04-29,킹 오브 프리즘,9.18
2962,2021-04-29,라야와 마지막 드래곤,9.15
2963,2021-04-29,킹 오브 프리즘 프라이드 더 히어로,9.12
2964,2021-04-29,바그다드 카페 : 디렉터스컷,9.05
2965,2021-04-29,"그 시절, 우리가 좋아했던 소녀",9.02
2966,2021-04-29,룸,9.01
2967,2021-04-29,명탐정 코난: 비색의 탄환,8.99
2968,2021-04-29,그것만이 내 세상,8.93
2969,2021-04-29,더 박스,8.93
2970,2021-04-29,러브 액츄얼리,8.93
2971,2021-04-29,중경삼림,8.93
2972,2021-04-29,장수상회,8.89
2973,2021-04-29,아무도 모른다,8.87
2974,2021-04-29,이별의 아침에 약속의 꽃을 장식하자,8.87
2975,2021-04-29,리틀 포레스트,8.82
2976,2021-04-29,화양연화,8.78
2977,2021-04-29,찬실이는 복도 많지,8.77
2978,2021-04-29,죽여주는 여자,8.75
2979,2021-04-29,바닷마을 다이어리,8.73
2980,2021-04-29,아티스트,8.72
2981,2021-04-29,우리집,8.71
2982,2021-04-29,진짜로 일어날지도 몰라 기적,8.7
2983,2021-04-29,노바디 ,8.66
2984,2021-04-29,플로리다 프로젝트,8.64
2985,2021-04-29,태풍이 지나가고,8.6
2986,2021-04-29,실버라이닝 플레이북,8.57
2987,2021-04-29,그녀,8.52
2988,2021-04-29,스틸 앨리스,8.47
2989,2021-04-29,비와 당신의 이야기,8.38
2990,2021-04-29,아틱,8.31
2991,2021-04-29,패터슨,8.29
2992,2021-04-29,고질라 VS. 콩,8.25
2993,2021-04-29,팅커 테일러 솔저 스파이,8.21
2994,2021-04-29,테넷,8.17
2995,2021-04-29,문라이즈 킹덤,8.11
2996,2021-04-29,더 테이블,8.01
2997,2021-04-30,극장판 바이올렛 에버가든,9.48
2998,2021-04-30,레옹,9.37
2999,2021-04-30,다시 태어나도 우리,9.35
3000,2021-04-30,부활: 그 증거,9.33
3001,2021-04-30,피아니스트,9.33
3002,2021-04-30,"미안해요, 리키",9.32
3003,2021-04-30,패왕별희 디 오리지널,9.32
3004,2021-04-30,극장판 귀멸의 칼날: 무한열차편,9.31
3005,2021-04-30,소울,9.3
3006,2021-04-30,자산어보,9.3
3007,2021-04-30,플립,9.27
3008,2021-04-30,우리들,9.26
3009,2021-04-30,소년시절의 너,9.26
3010,2021-04-30,바람과 함께 사라지다,9.24
3011,2021-04-30,해피 투게더,9.2
3012,2021-04-30,킹 오브 프리즘,9.18
3013,2021-04-30,라야와 마지막 드래곤,9.15
3014,2021-04-30,킹 오브 프리즘 프라이드 더 히어로,9.12
3015,2021-04-30,바그다드 카페 : 디렉터스컷,9.05
3016,2021-04-30,"그 시절, 우리가 좋아했던 소녀",9.02
3017,2021-04-30,룸,9.01
3018,2021-04-30,명탐정 코난: 비색의 탄환,9.0
3019,2021-04-30,그것만이 내 세상,8.93
3020,2021-04-30,더 박스,8.93
3021,2021-04-30,러브 액츄얼리,8.93
3022,2021-04-30,중경삼림,8.93
3023,2021-04-30,장수상회,8.89
3024,2021-04-30,아무도 모른다,8.87
3025,2021-04-30,이별의 아침에 약속의 꽃을 장식하자,8.87
3026,2021-04-30,리틀 포레스트,8.82
3027,2021-04-30,화양연화,8.78
3028,2021-04-30,찬실이는 복도 많지,8.77
3029,2021-04-30,죽여주는 여자,8.76
3030,2021-04-30,바닷마을 다이어리,8.73
3031,2021-04-30,아티스트,8.72
3032,2021-04-30,우리집,8.71
3033,2021-04-30,진짜로 일어날지도 몰라 기적,8.7
3034,2021-04-30,노바디 ,8.67
3035,2021-04-30,플로리다 프로젝트,8.64
3036,2021-04-30,태풍이 지나가고,8.6
3037,2021-04-30,실버라이닝 플레이북,8.57
3038,2021-04-30,그녀,8.52
3039,2021-04-30,스틸 앨리스,8.47
3040,2021-04-30,패터슨,8.29
3041,2021-04-30,고질라 VS. 콩,8.25
3042,2021-04-30,팅커 테일러 솔저 스파이,8.21
3043,2021-04-30,테넷,8.17
3044,2021-04-30,문라이즈 킹덤,8.11
3045,2021-04-30,날씨의 아이,7.95
3046,2021-04-30,비와 당신의 이야기,7.93
3047,2021-05-01,극장판 바이올렛 에버가든,9.48
3048,2021-05-01,레옹,9.37
3049,2021-05-01,다시 태어나도 우리,9.35
3050,2021-05-01,피아니스트,9.33
3051,2021-05-01,"미안해요, 리키",9.32
3052,2021-05-01,패왕별희 디 오리지널,9.32
3053,2021-05-01,부활: 그 증거,9.31
3054,2021-05-01,극장판 귀멸의 칼날: 무한열차편,9.3
3055,2021-05-01,소울,9.3
3056,2021-05-01,자산어보,9.3
3057,2021-05-01,플립,9.28
3058,2021-05-01,우리들,9.26
3059,2021-05-01,소년시절의 너,9.26
3060,2021-05-01,바람과 함께 사라지다,9.24
3061,2021-05-01,해피 투게더,9.2
3062,2021-05-01,킹 오브 프리즘,9.18
3063,2021-05-01,라야와 마지막 드래곤,9.15
3064,2021-05-01,킹 오브 프리즘 프라이드 더 히어로,9.12
3065,2021-05-01,바그다드 카페 : 디렉터스컷,9.05
3066,2021-05-01,"그 시절, 우리가 좋아했던 소녀",9.02
3067,2021-05-01,룸,9.01
3068,2021-05-01,명탐정 코난: 비색의 탄환,8.99
3069,2021-05-01,그것만이 내 세상,8.93
3070,2021-05-01,더 박스,8.93
3071,2021-05-01,러브 액츄얼리,8.93
3072,2021-05-01,중경삼림,8.93
3073,2021-05-01,장수상회,8.89
3074,2021-05-01,아무도 모른다,8.87
3075,2021-05-01,이별의 아침에 약속의 꽃을 장식하자,8.87
3076,2021-05-01,리틀 포레스트,8.82
3077,2021-05-01,화양연화,8.78
3078,2021-05-01,죽여주는 여자,8.77
3079,2021-05-01,찬실이는 복도 많지,8.77
3080,2021-05-01,바닷마을 다이어리,8.73
3081,2021-05-01,아티스트,8.72
3082,2021-05-01,우리집,8.71
3083,2021-05-01,진짜로 일어날지도 몰라 기적,8.7
3084,2021-05-01,노바디 ,8.67
3085,2021-05-01,플로리다 프로젝트,8.64
3086,2021-05-01,태풍이 지나가고,8.6
3087,2021-05-01,실버라이닝 플레이북,8.57
3088,2021-05-01,그녀,8.52
3089,2021-05-01,스틸 앨리스,8.48
3090,2021-05-01,패터슨,8.29
3091,2021-05-01,고질라 VS. 콩,8.25
3092,2021-05-01,팅커 테일러 솔저 스파이,8.21
3093,2021-05-01,테넷,8.17
3094,2021-05-01,문라이즈 킹덤,8.11
3095,2021-05-01,더 랍스터,7.9
3096,2021-05-01,미나리,7.73
3097,2021-05-02,극장판 바이올렛 에버가든,9.48
3098,2021-05-02,레옹,9.37
3099,2021-05-02,다시 태어나도 우리,9.35
3100,2021-05-02,피아니스트,9.33
3101,2021-05-02,"미안해요, 리키",9.32
3102,2021-05-02,부활: 그 증거,9.31
3103,2021-05-02,자산어보,9.31
3104,2021-05-02,소울,9.3
3105,2021-05-02,극장판 귀멸의 칼날: 무한열차편,9.3
3106,2021-05-02,플립,9.27
3107,2021-05-02,우리들,9.26
3108,2021-05-02,소년시절의 너,9.26
3109,2021-05-02,바람과 함께 사라지다,9.24
3110,2021-05-02,킹 오브 프리즘,9.18
3111,2021-05-02,라야와 마지막 드래곤,9.15
3112,2021-05-02,킹 오브 프리즘 프라이드 더 히어로,9.12
3113,2021-05-02,바그다드 카페 : 디렉터스컷,9.05
3114,2021-05-02,"그 시절, 우리가 좋아했던 소녀",9.02
3115,2021-05-02,룸,9.01
3116,2021-05-02,명탐정 코난: 비색의 탄환,8.96
3117,2021-05-02,그것만이 내 세상,8.93
3118,2021-05-02,러브 액츄얼리,8.93
3119,2021-05-02,중경삼림,8.93
3120,2021-05-02,더 박스,8.92
3121,2021-05-02,장수상회,8.89
3122,2021-05-02,아무도 모른다,8.87
3123,2021-05-02,이별의 아침에 약속의 꽃을 장식하자,8.87
3124,2021-05-02,리틀 포레스트,8.82
3125,2021-05-02,화양연화,8.78
3126,2021-05-02,죽여주는 여자,8.77
3127,2021-05-02,찬실이는 복도 많지,8.76
3128,2021-05-02,바닷마을 다이어리,8.73
3129,2021-05-02,아티스트,8.72
3130,2021-05-02,우리집,8.71
3131,2021-05-02,진짜로 일어날지도 몰라 기적,8.7
3132,2021-05-02,노바디 ,8.67
3133,2021-05-02,플로리다 프로젝트,8.64
3134,2021-05-02,태풍이 지나가고,8.6
3135,2021-05-02,실버라이닝 플레이북,8.57
3136,2021-05-02,더 스파이,8.54
3137,2021-05-02,그녀,8.52
3138,2021-05-02,스틸 앨리스,8.48
3139,2021-05-02,노매드랜드,8.45
3140,2021-05-02,패터슨,8.29
3141,2021-05-02,고질라 VS. 콩,8.25
3142,2021-05-02,팅커 테일러 솔저 스파이,8.21
3143,2021-05-02,테넷,8.17
3144,2021-05-02,문라이즈 킹덤,8.11
3145,2021-05-02,더 랍스터,7.9
3146,2021-05-02,미나리,7.73
3147,2021-05-03,레옹,9.37
3148,2021-05-03,다시 태어나도 우리,9.35
3149,2021-05-03,피아니스트,9.33
3150,2021-05-03,"미안해요, 리키",9.32
3151,2021-05-03,부활: 그 증거,9.31
